Milestone_ID,Project_ID,Milestone_Name,Planned_Date,Actual_Date,Status,Milestone_Delay_Days,Delay_Category
M6064,P1195,Land Acquisition,2024-04-06,2024-06-05,Completed,60.0,Extreme Delay
M6065,P1195,Design Approval,2024-08-19,2024-10-25,Delayed,67.0,Extreme Delay
M6066,P1195,Structural Work,2025-01-01,2025-01-06,Completed,5.0,On Time
M6067,P1196,Structural Work,2025-10-04,2025-12-03,Completed,60.0,Extreme Delay
M6068,P1196,Final Handover,2025-12-17,2026-01-06,Delayed,20.0,Minor Delay
M6069,P1196,Design Approval,2026-03-01,2026-03-01,Completed,0.0,On Time
M6070,P1196,Land Acquisition,2026-05-14,2026-05-16,Completed,2.0,On Time
M6071,P1196,Testing,2026-07-27,2026-09-25,Completed,60.0,Extreme Delay
M6072,P1196,Major Construction,2026-10-09,2026-11-15,Delayed,37.0,Major Delay
M6073,P1197,Final Handover,2023-12-04,,Pending,,On Time
M6074,P1197,Safety Inspection,2024-03-11,2024-03-16,Completed,5.0,On Time
M6075,P1197,Land Acquisition,2024-06-18,,In Progress,,On Time
M6076,P1197,Testing,2024-09-24,,Not Started,,On Time
M6077,P1198,,2024-02-10,2024-03-01,Completed,20.0,Minor Delay
M6078,P1198,Final Handover,2024-06-28,2024-08-27,Completed,60.0,Extreme Delay
M6079,P1198,Testing,2024-11-14,2024-11-14,Completed,0.0,On Time
M6080,P1198,Design Approval,2025-04-02,,In Progress,,On Time
M6081,P1199,Safety Inspection,2025-03-28,2025-03-30,Completed,2.0,On Time
M6082,P1199,Final Handover,2025-05-15,,In Progress,,On Time
M6083,P1199,Testing,2025-07-02,2025-08-31,Completed,60.0,Extreme Delay
M6084,P1199,Design Approval,2025-08-19,2025-08-24,Completed,5.0,On Time
M6085,P1199,Structural Work,2025-10-06,2025-10-16,Delayed,10.0,Minor Delay
M6086,P1199,Land Acquisition,2025-11-23,,In Progress,,On Time
M6087,P1200,Testing,2023-05-19,2023-06-08,Completed,20.0,Minor Delay
M6088,P1200,Structural Work,2023-10-23,,Not Started,,On Time
M6089,P1200,Final Handover,2024-03-28,,Pending,,On Time
M6090,P1200,Foundation,2024-09-01,,Not Started,,On Time
M6091,P1200,Major Construction,2025-02-05,2025-02-25,Delayed,20.0,Minor Delay
M6092,P1201,Testing,2023-08-09,2023-08-19,Completed,10.0,Minor Delay
M6093,P1201,Safety Inspection,2023-10-18,2023-12-17,Completed,60.0,Extreme Delay
M6094,P1201,Final Handover,2023-12-27,2024-02-25,Completed,60.0,Extreme Delay
M6095,P1201,Land Acquisition,2024-03-07,,Not Started,,On Time
M6096,P1201,Design Approval,2024-05-16,2024-07-15,Delayed,60.0,Extreme Delay
M6097,P1201,Structural Work,2024-07-25,2024-09-13,Delayed,50.0,Extreme Delay
M6098,P1202,Final Handover,2024-04-01,,In Progress,,On Time
M6099,P1202,Structural Work,2024-08-15,2024-09-11,Delayed,27.0,Major Delay
M6100,P1202,Testing,2024-12-29,,Not Started,,On Time
M6101,P1202,Safety Inspection,2025-05-14,2025-05-14,Completed,0.0,On Time
M6102,P1203,Testing,2026-03-15,,Not Started,,On Time
M6103,P1203,Structural Work,2026-07-04,2026-07-14,Completed,10.0,Minor Delay
M6104,P1203,Final Handover,2026-10-23,,In Progress,,On Time
M6105,P1203,Land Acquisition,2027-02-11,,Pending,,On Time
M6106,P1203,Major Construction,2027-06-02,2027-06-22,Completed,20.0,Minor Delay
M6107,P1203,Foundation,2027-09-21,,Not Started,,On Time
M6108,P1203,Safety Inspection,2028-01-10,2028-01-15,Delayed,5.0,On Time
M6109,P1204,Foundation,2022-05-25,2022-05-30,,5.0,On Time
M6110,P1204,Final Handover,2022-08-22,2022-09-01,Completed,10.0,Minor Delay
M6111,P1204,Design Approval,2022-11-19,2022-11-19,Completed,0.0,On Time
M6112,P1204,Major Construction,2023-02-16,,In Progress,,On Time
M6113,P1204,Safety Inspection,2023-05-16,2023-06-20,Completed,35.0,Major Delay
M6114,P1204,Testing,2023-08-13,2023-09-02,Delayed,20.0,Minor Delay
M6115,P1204,Land Acquisition,2023-11-10,,Pending,,On Time
M6116,P1205,Testing,2023-12-19,2024-01-08,Delayed,20.0,Minor Delay
M6117,P1205,Design Approval,2024-03-25,,Delayed,,On Time
M6118,P1205,Major Construction,2024-07-01,2024-08-05,Completed,35.0,Major Delay
M6119,P1205,Land Acquisition,2024-10-06,2024-12-05,Completed,60.0,Extreme Delay
M6120,P1206,Final Handover,2026-02-20,2026-04-21,Completed,60.0,Extreme Delay
M6121,P1206,Structural Work,2026-05-26,,Pending,,On Time
M6122,P1206,Design Approval,2026-08-30,2026-09-09,Completed,10.0,Minor Delay
M6123,P1206,Safety Inspection,2026-12-03,2026-12-08,Completed,5.0,On Time
M6124,P1206,Testing,2027-03-09,,Pending,,On Time
M6125,P1206,Foundation,2027-06-12,2027-07-17,Delayed,35.0,Major Delay
M6126,P1207,Land Acquisition,2025-08-04,,In Progress,,On Time
M6127,P1207,Structural Work,2025-09-30,,Not Started,,On Time
M6128,P1207,Design Approval,2025-11-26,2025-12-06,Completed,10.0,Minor Delay
M6129,P1207,Foundation,2026-01-22,2026-02-11,Completed,20.0,Minor Delay
M6130,P1208,Testing,2024-08-01,,Not Started,,On Time
M6131,P1208,Design Approval,,,Not Started,,On Time
M6132,P1208,Structural Work,2025-05-14,2025-06-03,Delayed,20.0,Minor Delay
M6133,P1208,Foundation,2025-10-04,2025-10-24,Delayed,20.0,Minor Delay
M6134,P1209,Safety Inspection,2023-01-11,2023-01-13,Delayed,2.0,On Time
M6135,P1209,Testing,2023-04-06,2023-04-16,Completed,10.0,Minor Delay
M6136,P1209,Foundation,2023-06-30,2023-08-04,Delayed,35.0,Major Delay
M6137,P1209,Design Approval,2023-09-23,2023-09-23,Completed,0.0,On Time
M6138,P1209,Land Acquisition,2023-12-17,2023-12-19,,2.0,On Time
M6139,P1209,Final Handover,2024-03-11,2024-05-10,Completed,60.0,Extreme Delay
M6140,P1210,Safety Inspection,2023-10-17,2023-10-19,Completed,2.0,On Time
M6141,P1210,Foundation,2023-11-27,2024-02-12,Delayed,77.0,Extreme Delay
M6142,P1210,Final Handover,2024-01-07,2024-02-10,Delayed,34.0,Major Delay
M6143,P1210,Major Construction,2024-02-16,2024-04-27,Delayed,71.0,Extreme Delay
M6144,P1210,Testing,2024-03-28,2024-03-30,Completed,2.0,On Time
M6145,P1210,Structural Work,2024-05-08,2024-05-08,Delayed,0.0,On Time
M6146,P1211,Foundation,2025-04-02,2025-04-07,Delayed,5.0,On Time
M6147,P1211,Testing,2025-05-30,2025-05-30,Completed,0.0,On Time
M6148,P1211,Structural Work,2025-07-26,2025-07-26,Completed,0.0,On Time
M6149,p1211,Safety Inspection,2025-09-22,2025-09-24,Completed,2.0,On Time
M6150,P1211,Land Acquisition,,2026-01-17,Completed,,On Time
M6151,P1211,Design Approval,2026-01-15,2026-02-19,Completed,35.0,Major Delay
M6152,P1212,Foundation,2025-09-07,,Not Started,,On Time
M6153,P1212,Structural Work,2025-12-04,2025-12-09,Completed,5.0,On Time
M6154,P1212,Land Acquisition,2026-03-03,2026-04-07,Completed,35.0,Major Delay
M6155,P1212,Design Approval,2026-05-30,2026-06-19,Completed,20.0,Minor Delay
M6156,P1213,Foundation,2024-04-10,2024-04-15,Completed,5.0,On Time
M6157,P1213,Land Acquisition,2024-07-01,2024-07-01,Delayed,0.0,On Time
M6158,P1213,Safety Inspection,2024-09-21,2024-10-26,Completed,35.0,Major Delay
M6159,P1213,Structural Work,2024-12-12,2024-12-12,Completed,0.0,On Time
M6160,P1213,Major Construction,2025-03-04,2025-03-04,Completed,0.0,On Time
M6161,P1213,Design Approval,2025-05-25,,Delayed,,On Time
M6162,P1214,Safety Inspection,2024-04-12,,In Progress,,On Time
M6163,P1214,Foundation,2024-08-10,2024-10-09,Completed,60.0,Extreme Delay
M6164,P1214,Design Approval,2024-12-08,2025-02-06,Delayed,60.0,Extreme Delay
M6165,P1214,Testing,2025-04-07,2025-06-06,Completed,60.0,Extreme Delay
M6166,P1215,Major Construction,2023-08-22,2023-09-11,Completed,20.0,Minor Delay
M6167,P1215,Structural Work,2023-12-10,2023-12-10,Completed,0.0,On Time
M6168,P1215,Safety Inspection,2024-03-30,2024-04-09,Delayed,10.0,Minor Delay
M6169,P1215,Foundation,2024-07-18,2024-07-28,Completed,10.0,Minor Delay
M6170,P1216,Design Approval,2025-05-03,2025-05-23,Completed,20.0,Minor Delay
M6171,P1216,Safety Inspection,2025-08-30,,Not Started,,On Time
M6172,P1216,Structural Work,2025-12-27,2026-01-31,Completed,35.0,Major Delay
M6173,P1216,Foundation,2026-04-25,,Not Started,,On Time
M6174,P1216,Final Handover,2026-08-21,,Not Started,,On Time
M6175,P1216,Testing,2026-12-18,2026-12-28,Delayed,10.0,Minor Delay
M6176,P1216,Major Construction,2027-04-16,2027-06-15,Delayed,60.0,Extreme Delay
M6177,P1217,Foundation,2022-12-08,2022-12-28,Completed,20.0,Minor Delay
M6178,P1217,Design Approval,2023-02-09,2023-03-01,Delayed,20.0,Minor Delay
M6179,P1217,Testing,2023-04-13,2023-05-03,Delayed,20.0,Minor Delay
M6180,P1217,Final Handover,2023-06-14,2023-06-24,Completed,10.0,Minor Delay
M6181,P1217,Safety Inspection,2023-08-16,2023-09-05,Completed,20.0,Minor Delay
M6182,P1217,Major Construction,2023-10-18,2023-11-04,Delayed,17.0,Minor Delay
M6183,P1218,Final Handover,2022-06-06,2022-06-16,Completed,10.0,Minor Delay
M6184,P1218,Design Approval,2022-09-07,2022-10-12,Delayed,35.0,Major Delay
M6185,P1218,Safety Inspection,2022-12-09,2022-12-19,Completed,10.0,Minor Delay
M6186,P1218,Structural Work,2023-03-12,2023-05-11,Completed,60.0,Extreme Delay
M6187,P1219,Foundation,2023-01-04,2023-01-04,Delayed,0.0,On Time
M6188,P1219,Land Acquisition,2023-05-22,2023-05-22,Delayed,0.0,On Time
M6189,P1219,Testing,2023-10-07,2023-10-09,Delayed,2.0,On Time
M6190,P1219,Major Construction,2024-02-21,2024-03-02,Delayed,10.0,Minor Delay
M6191,P1219,Final Handover,2024-07-08,2024-09-06,Completed,60.0,Extreme Delay
M6192,P1220,Major Construction,2025-10-31,2025-12-05,Completed,35.0,Major Delay
M6193,P1220,Land Acquisition,2026-01-01,2026-01-03,Delayed,2.0,On Time
M6194,P1220,Design Approval,2026-03-03,2026-04-07,Completed,35.0,Major Delay
M6195,P1220,Testing,2026-05-04,2026-06-08,Completed,35.0,Major Delay
M6196,P1220,Safety Inspection,2026-07-05,2026-09-03,Delayed,60.0,Extreme Delay
M6197,P1220,Structural Work,2026-09-04,2026-09-14,Completed,10.0,Minor Delay
M6198,P1220,Foundation,2026-11-05,2026-11-07,Delayed,2.0,On Time
M6199,P1221,Final Handover,2025-08-15,,In Progress,,On Time
M6200,P1221,Land Acquisition,2025-12-11,2025-12-11,Completed,0.0,On Time
M6201,P1221,Structural Work,2026-04-08,,Not Started,,On Time
M6202,P1221,Major Construction,2026-08-04,2026-08-14,Delayed,10.0,Minor Delay
M6203,P1221,Design Approval,2026-11-30,,Not Started,,On Time
M6204,P1221,Safety Inspection,2027-03-28,,In Progress,,On Time
M6205,P1221,Testing,2027-07-24,2027-08-03,Delayed,10.0,Minor Delay
M6206,P1222,Structural Work,2023-02-20,,In Progress,,On Time
M6207,P1222,Testing,2023-05-02,,In Progress,,On Time
M6208,P1222,Land Acquisition,2023-07-13,,Pending,,On Time
M6209,P1222,Major Construction,2023-09-22,2023-10-27,Completed,35.0,Major Delay
M6210,P1222,Safety Inspection,2023-12-02,2023-12-12,Completed,10.0,Minor Delay
M6211,P1222,Design Approval,2024-02-12,2024-03-18,Completed,35.0,Major Delay
M6212,P1222,Foundation,2024-04-23,2024-05-03,Completed,10.0,Minor Delay
M6213,P1223,Testing,2023-12-20,,Delayed,,On Time
M6214,P1223,Major Construction,2024-05-20,2024-07-19,,60.0,Extreme Delay
M6215,P1223,Final Handover,2024-10-19,2024-12-18,Completed,60.0,Extreme Delay
M6216,P1223,Structural Work,2025-03-20,2025-03-25,Completed,5.0,On Time
M6217,P1223,Design Approval,2025-08-19,2025-08-21,Completed,2.0,On Time
M6218,P1224,Foundation,2025-10-12,,In Progress,,On Time
M6219,P1224,Major Construction,2026-01-06,2026-01-08,Completed,2.0,On Time
M6220,P1224,Structural Work,2026-04-02,,In Progress,,On Time
M6221,P1224,Land Acquisition,2026-06-27,,In Progress,,On Time
M6222,P1224,Testing,2026-09-21,,Pending,,On Time
M6223,P1225,Design Approval,2024-04-17,2024-04-17,Completed,0.0,On Time
M6224,P1225,Foundation,2024-10-01,2024-10-06,Completed,5.0,On Time
M6225,P1225,Structural Work,2025-03-17,2025-05-16,Completed,60.0,Extreme Delay
M6226,P1225,Land Acquisition,2025-08-31,2025-10-30,Completed,60.0,Extreme Delay
M6227,P1226,Final Handover,2023-08-06,2023-10-05,Completed,60.0,Extreme Delay
M6228,P1226,Safety Inspection,2024-01-02,2024-01-02,Completed,0.0,On Time
M6229,P1226,Structural Work,2024-05-30,2024-05-30,Completed,0.0,On Time
M6230,P1226,Land Acquisition,2024-10-26,2024-10-28,Completed,2.0,On Time
M6231,P1227,Final Handover,2025-10-02,2025-10-04,Delayed,2.0,On Time
M6232,P1227,Testing,2025-12-30,2026-02-28,Completed,60.0,Extreme Delay
M6233,P1227,Land Acquisition,2026-03-29,2026-05-28,Delayed,60.0,Extreme Delay
M6234,P1227,Design Approval,2026-06-26,2026-07-16,Completed,20.0,Minor Delay
M6235,P1227,Foundation,2026-09-22,2026-09-27,Delayed,5.0,On Time
M6236,P1227,Major Construction,2026-12-20,2027-01-24,Completed,35.0,Major Delay
M6237,P1227,Safety Inspection,2027-03-19,2027-05-18,Delayed,60.0,Extreme Delay
M6238,P1228,Foundation,2023-02-16,2023-04-17,Completed,60.0,Extreme Delay
M6239,P1228,Safety Inspection,2023-05-14,2023-05-24,Completed,10.0,Minor Delay
M6240,P1228,Structural Work,2023-08-09,2023-09-13,Completed,35.0,Major Delay
M6241,P1228,Testing,2023-11-03,2023-11-08,Delayed,5.0,On Time
M6242,p1228,Major Construction,2024-01-29,2024-01-31,Delayed,2.0,On Time
M6243,P1229,Safety Inspection,2023-09-07,,Pending,,On Time
M6244,P1229,Final Handover,2024-01-21,,Not Started,,On Time
M6245,P1229,Land Acquisition,2024-06-05,2024-07-27,Delayed,52.0,Extreme Delay
M6246,P1229,Design Approval,2024-10-19,2024-11-23,Completed,35.0,Major Delay
M6247,P1230,Testing,2024-01-25,2024-02-29,Completed,35.0,Major Delay
M6248,P1230,Land Acquisition,2024-03-17,,Not Started,,On Time
M6249,P1230,Foundation,2024-05-08,,Not Started,,On Time
M6250,P1230,Major Construction,2024-06-29,2024-07-04,Delayed,5.0,On Time
M6251,P1230,Design Approval,2024-08-20,,In Progress,,On Time
M6252,P1230,Final Handover,2024-10-11,2024-10-31,Completed,20.0,Minor Delay
M6253,P1231,Foundation,2022-12-25,2023-02-23,Completed,60.0,Extreme Delay
M6254,P1231,Major Construction,2023-03-14,2023-05-13,Completed,60.0,Extreme Delay
M6255,P1231,Safety Inspection,2023-06-01,2023-07-31,Completed,60.0,Extreme Delay
M6256,P1231,Final Handover,2023-08-19,2023-11-06,Delayed,79.0,Extreme Delay
M6257,P1231,Design Approval,2023-11-06,2023-11-06,Completed,0.0,On Time
M6258,P1231,Land Acquisition,2024-01-24,2024-02-13,Completed,20.0,Minor Delay
M6259,P1231,Structural Work,2024-04-12,2024-06-11,Completed,60.0,Extreme Delay
M6260,P1232,Major Construction,2023-07-01,,Not Started,,On Time
M6261,P1232,Final Handover,2023-10-19,2023-12-02,Delayed,44.0,Extreme Delay
M6262,P1232,Testing,2024-02-07,2024-02-12,Completed,5.0,On Time
M6263,P1232,Land Acquisition,2024-05-27,2024-07-12,Delayed,46.0,Extreme Delay
M6264,P1232,Structural Work,2024-09-14,2024-10-04,Completed,20.0,Minor Delay
M6265,P1232,Design Approval,2025-01-03,,In Progress,,On Time
M6266,P1232,Safety Inspection,2025-04-23,2025-04-25,Delayed,2.0,On Time
M6267,P1233,Design Approval,2023-11-23,2023-11-28,Delayed,5.0,On Time
M6268,P1233,Land Acquisition,2024-01-10,2024-01-30,Delayed,20.0,Minor Delay
M6269,P1233,Safety Inspection,2024-02-27,2024-03-18,Delayed,20.0,Minor Delay
M6270,P1233,Structural Work,2024-04-15,,Delayed,,On Time
M6271,P1233,Final Handover,2024-06-02,2024-06-12,Completed,10.0,Minor Delay
M6272,P1233,Major Construction,2024-07-20,2024-07-22,Delayed,2.0,On Time
M6273,P1233,Testing,2024-09-06,2024-09-08,Completed,2.0,On Time
M6274,P1234,Final Handover,2023-07-03,,Pending,,On Time
M6275,P1234,,2023-11-08,,In Progress,,On Time
M6276,P1234,Land Acquisition,2024-03-16,2024-03-21,Completed,5.0,On Time
M6277,P1234,Design Approval,2024-07-22,2024-07-24,Completed,2.0,On Time
M6278,P1234,Foundation,2024-11-27,2024-12-02,Completed,5.0,On Time
M6279,P1235,Final Handover,2025-02-24,,In Progress,,On Time
M6280,P1235,Land Acquisition,2025-07-02,,Pending,,On Time
M6281,P1235,Design Approval,2025-11-06,2025-12-11,Delayed,35.0,Major Delay
M6282,P1235,Testing,2026-03-14,2026-04-03,Completed,20.0,Minor Delay
M6283,P1235,Structural Work,2026-07-19,2026-07-19,Delayed,0.0,On Time
M6284,P1235,Safety Inspection,2026-11-24,2026-11-29,Delayed,5.0,On Time
M6285,P1236,Safety Inspection,2022-06-04,2022-06-14,Delayed,10.0,Minor Delay
M6286,P1236,Structural Work,2022-10-02,2022-10-04,Completed,2.0,On Time
M6287,P1236,Testing,2023-01-30,2023-02-19,Delayed,20.0,Minor Delay
M6288,P1236,Major Construction,2023-05-30,2023-06-09,Completed,10.0,Minor Delay
M6289,P1236,Design Approval,2023-09-27,,Delayed,,On Time
M6290,P1236,Land Acquisition,2024-01-25,2024-02-29,Completed,35.0,Major Delay
M6291,P1237,Land Acquisition,2024-05-27,,Pending,,On Time
M6292,P1237,Major Construction,2024-07-20,2024-08-09,Completed,20.0,Minor Delay
M6293,P1237,Testing,2024-09-12,,Not Started,,On Time
M6294,P1237,Foundation,2024-11-05,2024-11-15,Completed,10.0,Minor Delay
M6295,P1237,Final Handover,2024-12-29,2025-01-18,Completed,20.0,Minor Delay
M6296,P1238,Major Construction,2026-01-20,,Not Started,,On Time
M6297,P1238,Safety Inspection,2026-07-20,2026-09-18,,60.0,Extreme Delay
M6298,P1238,Design Approval,2027-01-17,2027-01-17,Delayed,0.0,On Time
M6299,P1238,Testing,2027-07-17,,Pending,,On Time
M6300,P1239,Safety Inspection,2025-10-08,2025-10-08,Completed,0.0,On Time
M6301,P1239,Design Approval,2026-02-08,2026-02-13,Completed,5.0,On Time
M6302,P1239,Structural Work,2026-06-11,2026-08-10,Completed,60.0,Extreme Delay
M6303,P1239,Land Acquisition,2026-10-13,2026-10-23,Completed,10.0,Minor Delay
M6304,P1239,Foundation,2027-02-13,2027-02-18,Completed,5.0,On Time
M6305,P1239,Final Handover,2027-06-16,2027-06-16,Completed,0.0,On Time
M6306,P1240,Design Approval,2022-11-20,,Pending,,On Time
M6307,P1240,Foundation,2023-01-23,2023-01-25,Completed,2.0,On Time
M6308,P1240,Final Handover,2023-03-29,2023-05-28,Delayed,60.0,Extreme Delay
M6309,P1240,Structural Work,2023-06-01,,In Progress,,On Time
M6310,P1240,Safety Inspection,2023-08-04,2023-08-14,Delayed,10.0,Minor Delay
M6311,P1240,Testing,2023-10-08,2023-10-08,Delayed,0.0,On Time
M6312,P1240,Major Construction,2023-12-11,2023-12-28,Delayed,17.0,Minor Delay
M6313,P1241,Design Approval,2025-02-06,2025-02-06,Completed,0.0,On Time
M6314,P1241,Final Handover,2025-05-04,2025-05-06,Completed,2.0,On Time
M6315,P1241,Major Construction,2025-07-30,2025-08-01,Completed,2.0,On Time
M6316,P1241,Safety Inspection,2025-10-25,2025-11-04,Delayed,10.0,Minor Delay
M6317,P1241,Foundation,2026-01-20,2026-03-21,Delayed,60.0,Extreme Delay
M6318,P1241,Structural Work,2026-04-17,2026-05-07,Completed,20.0,Minor Delay
M6319,P1242,Land Acquisition,,,In Progress,,On Time
M6320,P1242,Final Handover,2022-04-11,,Not Started,,On Time
M6321,P1242,Structural Work,2022-05-28,2022-07-27,Completed,60.0,Extreme Delay
M6322,P1242,Foundation,2022-07-15,2022-08-19,Completed,35.0,Major Delay
M6323,P1242,Major Construction,2022-08-31,2022-09-10,Completed,10.0,Minor Delay
M6324,P1243,Major Construction,2025-12-24,2025-12-29,Completed,5.0,On Time
M6325,P1243,Structural Work,2026-04-15,2026-05-20,Delayed,35.0,Major Delay
M6326,P1243,Design Approval,2026-08-04,2026-09-08,Completed,35.0,Major Delay
M6327,P1243,Final Handover,2026-11-24,2026-12-04,Completed,10.0,Minor Delay
M6328,P1243,Foundation,,2027-04-19,Completed,,On Time
M6329,p1244,Final Handover,2025-01-18,2025-02-22,Delayed,35.0,Major Delay
M6330,P1244,Land Acquisition,2025-03-16,,Not Started,,On Time
M6331,P1244,Safety Inspection,2025-05-13,2025-06-17,Completed,35.0,Major Delay
M6332,P1244,Design Approval,2025-07-09,2025-09-07,Delayed,60.0,Extreme Delay
M6333,P1245,Testing,2024-01-31,2024-02-02,Completed,2.0,On Time
M6334,P1245,Safety Inspection,2024-07-12,2024-07-17,Completed,5.0,On Time
M6335,P1245,Structural Work,2024-12-23,2024-12-25,Completed,2.0,On Time
M6336,P1245,Major Construction,2025-06-04,2025-08-03,Delayed,60.0,Extreme Delay
M6337,P1246,Design Approval,2024-06-02,2024-06-12,Completed,10.0,Minor Delay
M6338,P1246,Safety Inspection,2024-07-16,2024-07-26,Completed,10.0,Minor Delay
M6339,P1246,Major Construction,2024-08-29,2024-10-28,Delayed,60.0,Extreme Delay
M6340,P1246,Foundation,2024-10-12,2024-10-17,Delayed,5.0,On Time
M6341,P1246,Final Handover,2024-11-25,2024-11-27,Completed,2.0,On Time
M6342,P1247,Foundation,2023-11-30,2023-12-20,Completed,20.0,Minor Delay
M6343,P1247,Testing,2024-02-07,2024-03-13,Completed,35.0,Major Delay
M6344,P1247,Land Acquisition,2024-04-16,2024-05-21,Completed,35.0,Major Delay
M6345,P1247,Design Approval,2024-06-24,2024-07-29,Completed,35.0,Major Delay
M6346,P1248,Land Acquisition,2024-07-11,2024-08-15,Delayed,35.0,Major Delay
M6347,P1248,Structural Work,2024-09-27,2024-10-17,Completed,20.0,Minor Delay
M6348,P1248,Testing,2024-12-13,,Pending,,On Time
M6349,P1248,Final Handover,2025-03-01,2025-03-11,Delayed,10.0,Minor Delay
M6350,P1248,Foundation,2025-05-18,2025-05-28,Completed,10.0,Minor Delay
M6351,P1248,Design Approval,,2025-08-23,Completed,,On Time
M6352,P1248,Safety Inspection,2025-10-20,,Pending,,On Time
M6353,P1249,Design Approval,2023-07-06,2023-07-06,Completed,0.0,On Time
M6354,P1249,Final Handover,2023-09-11,2023-11-10,Completed,60.0,Extreme Delay
M6355,p1249,Safety Inspection,2023-11-17,2023-12-22,Completed,35.0,Major Delay
M6356,P1249,Testing,,2024-01-26,Completed,,On Time
M6357,P1249,Foundation,2024-03-31,2024-04-05,Completed,5.0,On Time
M6358,P1249,Major Construction,2024-06-06,2024-06-26,Completed,20.0,Minor Delay
M6359,P1249,Land Acquisition,2024-08-12,2024-10-11,Delayed,60.0,Extreme Delay
M6360,P1250,Final Handover,2023-03-22,2023-03-22,Delayed,0.0,On Time
M6361,P1250,Major Construction,2023-09-06,2023-11-05,Completed,60.0,Extreme Delay
M6362,P1250,Land Acquisition,2024-02-20,2024-02-20,Delayed,0.0,On Time
M6363,P1250,Testing,2024-08-06,2024-08-26,Delayed,20.0,Minor Delay
M6364,P1211,Structural Work,2025-07-26,2025-07-26,Completed,0.0,On Time
M6365,P1199,Land Acquisition,2025-11-23,,In Progress,,On Time
M6366,P1186,Structural Work,2023-06-01,2023-07-06,Completed,35.0,Major Delay
M6367,P1140,Major Construction,2022-06-24,2022-07-04,Completed,10.0,Minor Delay
M6368,P1117,Structural Work,2025-08-16,,Pending,,On Time
M6369,P1051,Land Acquisition,2024-11-07,2024-11-09,Completed,2.0,On Time
M6370,P1136,Design Approval,2025-06-29,,In Progress,,On Time
M6371,P1109,Testing,2026-07-15,2026-07-20,Completed,5.0,On Time
M6372,P1076,Major Construction,2025-10-14,2025-10-14,Completed,0.0,On Time
M6373,P1106,Structural Work,2022-07-04,,Delayed,,On Time
M6374,P1138,Major Construction,2023-03-08,2023-04-12,Completed,35.0,Major Delay
M6375,P1138,Major Construction,2024-07-01,2024-08-05,Completed,35.0,Major Delay
M6376,P1004,Land Acquisition,2026-01-22,2026-03-23,Completed,60.0,Extreme Delay
