Payment_ID,Project_ID,Payment_Date,Amount_Cr,Payment_Status,Payment_Year,Payment_Month
PAY21214,P1184,2025-07-27,2.92,Approved,2025.0,7.0
PAY21215,P1184,2025-04-30,0.86,Paid,2025.0,4.0
PAY21216,P1184,2025-12-15,1.84,On Hold,2025.0,12.0
PAY21217,P1185,2024-01-21,11.81,Partially Paid,2024.0,1.0
PAY21218,P1185,2024-02-29,0.84,On Hold,2024.0,2.0
PAY21219,P1185,2023-12-17,0.4,Approved,2023.0,12.0
PAY21220,P1185,2024-10-01,10.86,Approved,2024.0,10.0
PAY21221,P1185,2024-06-24,3.8,Pending,2024.0,6.0
PAY21222,P1185,2024-09-28,9.15,Approved,2024.0,9.0
PAY21223,P1185,2024-08-25,5.46,Pending,2024.0,8.0
PAY21224,P1186,2023-03-31,8.42,Approved,2023.0,3.0
PAY21225,P1186,2023-10-19,2.78,Partially Paid,2023.0,10.0
PAY21226,P1186,2023-10-02,8.24,Paid,2023.0,10.0
PAY21227,P1186,2023-08-19,1.59,On Hold,2023.0,8.0
PAY21228,P1186,2023-12-09,12.19,Paid,2023.0,12.0
PAY21229,P1187,2024-05-27,12.72,Pending,2024.0,5.0
PAY21230,P1187,2024-05-24,7.03,Pending,2024.0,5.0
PAY21231,P1187,,13.78,Approved,,
PAY21232,P1187,2024-03-16,0.3,Approved,2024.0,3.0
PAY21233,P1188,2023-09-29,12.95,Partially Paid,2023.0,9.0
PAY21234,P1188,2023-05-15,3.4,Paid,2023.0,5.0
PAY21235,P1188,2022-05-07,6.28,Partially Paid,2022.0,5.0
PAY21236,P1188,2023-05-12,2.47,Partially Paid,2023.0,5.0
PAY21237,P1188,2023-11-04,11.32,Paid,2023.0,11.0
PAY21238,P1188,2023-08-21,11.53,Pending,2023.0,8.0
PAY21239,P1188,2023-07-01,6.69,On Hold,2023.0,7.0
PAY21240,P1188,2023-01-29,5.0,Partially Paid,2023.0,1.0
PAY21241,P1188,2023-07-17,9.33,Partially Paid,2023.0,7.0
PAY21242,P1189,2022-06-07,2.38,Paid,2022.0,6.0
PAY21243,P1189,2022-08-04,12.59,Partially Paid,2022.0,8.0
PAY21244,P1189,2022-04-16,11.87,Pending,2022.0,4.0
PAY21245,P1189,2022-04-28,4.88,Partially Paid,2022.0,4.0
PAY21246,P1189,2022-05-13,3.92,Approved,2022.0,5.0
PAY21247,P1189,2022-05-02,5.85,Partially Paid,2022.0,5.0
PAY21248,P1190,2024-07-18,14.05,Pending,2024.0,7.0
PAY21249,P1190,2024-06-06,10.54,Partially Paid,2024.0,6.0
PAY21250,P1190,2024-08-15,12.05,Partially Paid,2024.0,8.0
PAY21251,P1191,2023-12-14,5.87,Partially Paid,2023.0,12.0
PAY21252,P1191,2024-01-22,10.93,Partially Paid,2024.0,1.0
PAY21253,P1191,2023-07-28,6.7,Approved,2023.0,7.0
PAY21254,P1191,2023-10-08,4.22,Approved,2023.0,10.0
PAY21255,P1191,2024-02-13,2.58,Pending,2024.0,2.0
PAY21256,P1191,2024-08-23,8.89,On Hold,2024.0,8.0
PAY21257,P1191,2024-04-14,8.08,Pending,2024.0,4.0
PAY21258,P1191,2024-08-19,0.79,Partially Paid,2024.0,8.0
PAY21259,P1192,,11.47,Paid,,
PAY21260,P1192,2023-02-16,13.76,Paid,2023.0,2.0
PAY21261,P1192,2022-12-31,10.51,Paid,2022.0,12.0
PAY21262,P1192,2022-06-27,1.42,Approved,2022.0,6.0
PAY21263,P1192,2022-10-08,2.45,Pending,2022.0,10.0
PAY21264,P1192,2022-09-30,4.36,Pending,2022.0,9.0
PAY21265,P1192,2022-06-16,6.29,Pending,2022.0,6.0
PAY21266,P1192,2022-11-12,1.23,Paid,2022.0,11.0
PAY21267,P1193,,9.91,Pending,,
PAY21268,P1193,2026-10-09,8.33,,2026.0,10.0
PAY21269,P1193,2026-06-07,3.73,Pending,2026.0,6.0
PAY21270,P1194,2025-06-20,11.65,Approved,2025.0,6.0
PAY21271,P1194,2025-08-16,8.13,Partially Paid,2025.0,8.0
PAY21272,P1194,2026-02-24,11.47,Pending,2026.0,2.0
PAY21273,P1194,2025-08-03,8.12,Pending,2025.0,8.0
PAY21274,P1195,2025-01-26,0.38,Pending,2025.0,1.0
PAY21275,P1195,2025-01-05,4.27,Paid,2025.0,1.0
PAY21276,P1195,2024-04-08,7.69,Paid,2024.0,4.0
PAY21277,P1195,2023-12-21,2.24,Paid,2023.0,12.0
PAY21278,P1195,2024-03-07,2.55,Pending,2024.0,3.0
PAY21279,P1195,2023-07-18,12.96,Approved,2023.0,7.0
PAY21280,P1196,2026-04-14,3.88,Pending,2026.0,4.0
PAY21281,P1196,2026-08-19,1.87,Pending,2026.0,8.0
PAY21282,P1196,2025-11-11,9.69,Paid,2025.0,11.0
PAY21283,P1196,2025-09-24,14.75,Pending,2025.0,9.0
PAY21284,P1196,2025-08-21,4.49,On Hold,2025.0,8.0
PAY21285,P1196,,7.48,Partially Paid,,
PAY21286,P1196,2026-05-29,8.24,Partially Paid,2026.0,5.0
PAY21287,P1197,2024-08-23,14.16,Approved,2024.0,8.0
PAY21288,P1197,2024-11-02,9.18,Partially Paid,2024.0,11.0
PAY21289,P1197,2024-10-15,3.96,Partially Paid,2024.0,10.0
PAY21290,P1197,2023-12-21,7.67,Partially Paid,2023.0,12.0
PAY21291,p1197,2023-11-30,12.12,Pending,2023.0,11.0
PAY21292,P1197,2023-11-03,9.1,Approved,2023.0,11.0
PAY21293,P1197,2024-12-01,4.65,On Hold,2024.0,12.0
PAY21294,P1197,2025-01-01,6.33,Partially Paid,2025.0,1.0
PAY21295,P1197,2024-02-27,5.76,Approved,2024.0,2.0
PAY21296,P1197,2024-06-02,3.18,Paid,2024.0,6.0
PAY21297,P1198,2025-01-11,11.68,Pending,2025.0,1.0
PAY21298,P1198,2025-01-26,13.01,Pending,2025.0,1.0
PAY21299,P1198,2025-08-18,11.96,Partially Paid,2025.0,8.0
PAY21300,,2024-06-30,2.35,Pending,2024.0,6.0
PAY21301,P1198,2025-01-15,3.98,Partially Paid,2025.0,1.0
PAY21302,P1198,2025-02-12,10.77,Approved,2025.0,2.0
PAY21303,P1199,2025-11-03,2.17,Paid,2025.0,11.0
PAY21304,P1199,2025-07-14,14.23,Paid,2025.0,7.0
PAY21305,P1199,2025-08-09,5.77,Approved,2025.0,8.0
PAY21306,P1199,2025-11-04,13.66,Partially Paid,2025.0,11.0
PAY21307,P1199,2025-04-19,9.07,Approved,2025.0,4.0
PAY21308,P1199,2025-11-28,8.39,Paid,2025.0,11.0
PAY21309,P1200,2023-03-23,5.45,Pending,2023.0,3.0
PAY21310,P1200,2023-11-26,13.85,Pending,2023.0,11.0
PAY21311,P1200,2023-01-24,14.88,Pending,2023.0,1.0
PAY21312,P1200,2025-02-13,10.74,Approved,2025.0,2.0
PAY21313,P1200,2023-03-15,0.61,Pending,2023.0,3.0
PAY21314,P1200,2024-10-19,7.94,Paid,2024.0,10.0
PAY21315,P1200,2024-04-16,6.2,On Hold,2024.0,4.0
PAY21316,P1200,2024-04-28,5.37,Approved,2024.0,4.0
PAY21317,P1200,2023-10-31,5.68,On Hold,2023.0,10.0
PAY21318,P1200,2024-09-03,2.07,Partially Paid,2024.0,9.0
PAY21319,P1201,2024-02-06,11.51,Paid,2024.0,2.0
PAY21320,P1201,2024-06-05,11.74,On Hold,2024.0,6.0
PAY21321,P1201,2024-03-15,1.24,Pending,2024.0,3.0
PAY21322,P1201,2024-08-25,5.82,Partially Paid,2024.0,8.0
PAY21323,P1201,2024-07-08,10.91,Approved,2024.0,7.0
PAY21324,P1201,2023-09-11,2.35,Pending,2023.0,9.0
PAY21325,P1201,2023-08-16,9.35,Approved,2023.0,8.0
PAY21326,P1201,2024-01-17,3.5,Paid,2024.0,1.0
PAY21327,P1201,2023-12-02,0.43,Pending,2023.0,12.0
PAY21328,P1201,2023-10-07,6.42,Pending,2023.0,10.0
PAY21329,P1202,2024-05-20,6.55,On Hold,2024.0,5.0
PAY21330,P1202,2024-09-03,14.86,Pending,2024.0,9.0
PAY21331,P1202,2023-12-17,14.87,Pending,2023.0,12.0
PAY21332,P1202,2024-01-24,4.17,Partially Paid,2024.0,1.0
PAY21333,P1202,2024-02-22,3.48,Pending,2024.0,2.0
PAY21334,P1202,2025-05-05,1.93,Partially Paid,2025.0,5.0
PAY21335,P1202,2024-12-01,9.35,Approved,2024.0,12.0
PAY21336,P1202,2025-04-10,14.35,Approved,2025.0,4.0
PAY21337,P1202,2025-07-29,8.49,Approved,2025.0,7.0
PAY21338,P1203,2027-06-16,2.55,On Hold,2027.0,6.0
PAY21339,P1203,2027-06-09,10.32,On Hold,2027.0,6.0
PAY21340,P1203,2028-02-28,13.47,Pending,2028.0,2.0
PAY21341,P1203,2028-04-06,0.58,Partially Paid,2028.0,4.0
PAY21342,P1203,2026-09-28,5.09,On Hold,2026.0,9.0
PAY21343,P1203,2026-10-27,7.61,Partially Paid,2026.0,10.0
PAY21344,P1203,2026-02-14,14.29,Approved,2026.0,2.0
PAY21345,P1203,2028-03-23,12.98,Paid,2028.0,3.0
PAY21346,P1204,2023-10-16,3.55,Pending,2023.0,10.0
PAY21347,P1204,2022-12-06,7.1,Pending,2022.0,12.0
PAY21348,P1204,2022-07-05,10.54,On Hold,2022.0,7.0
PAY21349,P1204,2023-04-02,6.34,Partially Paid,2023.0,4.0
PAY21350,P1204,2023-05-30,8.61,Approved,2023.0,5.0
PAY21351,P1205,2024-02-14,2.65,Partially Paid,2024.0,2.0
PAY21352,P1205,2024-09-16,1.23,Approved,2024.0,9.0
PAY21353,P1205,2025-01-10,1.09,,2025.0,1.0
PAY21354,P1205,2024-12-03,6.62,Partially Paid,2024.0,12.0
PAY21355,P1206,2026-01-17,5.17,Approved,2026.0,1.0
PAY21356,P1206,2026-04-17,4.79,Partially Paid,2026.0,4.0
PAY21357,P1206,2027-05-04,13.94,Partially Paid,2027.0,5.0
PAY21358,P1206,2027-08-11,3.41,Partially Paid,2027.0,8.0
PAY21359,P1206,2026-08-14,4.48,On Hold,2026.0,8.0
PAY21360,P1206,2026-06-03,5.21,On Hold,2026.0,6.0
PAY21361,P1206,2026-11-16,9.0,Paid,2026.0,11.0
PAY21362,P1206,2026-03-30,1.46,Paid,2026.0,3.0
PAY21363,P1206,,8.22,Partially Paid,,
PAY21364,P1206,2026-03-21,14.03,Pending,2026.0,3.0
PAY21365,P1207,2025-07-09,7.2,Paid,2025.0,7.0
PAY21366,P1207,2025-09-14,4.55,Approved,2025.0,9.0
PAY21367,P1207,2026-01-06,10.07,Paid,2026.0,1.0
PAY21368,P1208,2024-09-27,13.42,Approved,2024.0,9.0
PAY21369,P1208,2024-07-22,0.82,On Hold,2024.0,7.0
PAY21370,P1208,2024-07-04,14.83,On Hold,2024.0,7.0
PAY21371,P1209,2023-06-01,11.9,Partially Paid,2023.0,6.0
PAY21372,P1209,2024-04-02,1.84,On Hold,2024.0,4.0
PAY21373,P1209,2023-09-11,9.33,On Hold,2023.0,9.0
PAY21374,P1210,2024-02-29,2.29,Partially Paid,2024.0,2.0
PAY21375,P1210,2024-02-17,2.57,On Hold,2024.0,2.0
PAY21376,P1210,2023-11-25,7.57,Pending,2023.0,11.0
PAY21377,P1210,2024-02-29,0.72,Approved,2024.0,2.0
PAY21378,P1211,2026-02-24,7.22,Partially Paid,2026.0,2.0
PAY21379,P1211,2025-09-05,14.29,Approved,2025.0,9.0
PAY21380,P1211,2025-08-03,9.89,Partially Paid,2025.0,8.0
PAY21381,P1211,2025-10-06,12.15,Pending,2025.0,10.0
PAY21382,P1211,2025-08-11,10.08,Pending,2025.0,8.0
PAY21383,P1212,2026-03-04,2.44,Pending,2026.0,3.0
PAY21384,P1212,2025-07-29,1.42,On Hold,2025.0,7.0
PAY21385,P1212,2025-09-09,2.43,Partially Paid,2025.0,9.0
PAY21386,P1212,2025-09-13,2.45,Paid,2025.0,9.0
PAY21387,P1212,2025-12-02,11.61,Approved,2025.0,12.0
PAY21388,P1212,2026-05-03,3.78,Partially Paid,2026.0,5.0
PAY21389,P1213,2025-04-13,2.06,On Hold,2025.0,4.0
PAY21390,P1213,2024-12-24,14.08,Pending,2024.0,12.0
PAY21391,P1213,2025-06-17,9.93,Approved,2025.0,6.0
PAY21392,P1213,2024-07-28,6.01,Approved,2024.0,7.0
PAY21393,P1213,2024-04-26,0.97,Approved,2024.0,4.0
PAY21394,P1213,2025-03-23,3.0,Partially Paid,2025.0,3.0
PAY21395,P1213,2025-06-07,9.96,Partially Paid,2025.0,6.0
PAY21396,P1213,2025-01-15,6.88,Approved,2025.0,1.0
PAY21397,P1213,2025-04-26,9.96,On Hold,2025.0,4.0
PAY21398,P1214,2024-01-20,13.07,Pending,2024.0,1.0
PAY21399,P1214,2024-09-25,6.38,Partially Paid,2024.0,9.0
PAY21400,P1214,2024-12-20,2.44,Pending,2024.0,12.0
PAY21401,P1214,2024-09-14,7.81,Partially Paid,2024.0,9.0
PAY21402,P1214,2024-10-23,13.63,Pending,2024.0,10.0
PAY21403,P1215,2023-07-12,11.62,Approved,2023.0,7.0
PAY21404,P1215,2024-05-19,12.05,Approved,2024.0,5.0
PAY21405,P1215,2024-05-13,0.29,Partially Paid,2024.0,5.0
PAY21406,P1215,2024-10-28,3.23,Pending,2024.0,10.0
PAY21407,P1215,2024-05-08,10.29,On Hold,2024.0,5.0
PAY21408,P1215,2024-03-09,8.08,On Hold,2024.0,3.0
PAY21409,P1215,2023-12-21,6.67,Paid,2023.0,12.0
PAY21410,P1215,2024-09-10,14.47,On Hold,2024.0,9.0
PAY21411,P1215,2024-03-26,8.2,Partially Paid,2024.0,3.0
PAY21412,P1216,2025-11-22,5.16,Partially Paid,2025.0,11.0
PAY21413,P1216,2026-09-30,9.5,Paid,2026.0,9.0
PAY21414,P1216,2026-06-04,12.49,Partially Paid,2026.0,6.0
PAY21415,P1217,2023-09-13,8.69,Approved,2023.0,9.0
PAY21416,P1217,2023-09-04,3.54,Approved,2023.0,9.0
PAY21417,P1217,2023-04-08,13.4,Paid,2023.0,4.0
PAY21418,,2023-03-03,10.11,On Hold,2023.0,3.0
PAY21419,P1217,,6.07,Paid,,
PAY21420,P1217,2023-08-04,3.63,Pending,2023.0,8.0
PAY21421,P1217,2023-06-24,3.77,Paid,2023.0,6.0
PAY21422,P1217,2023-06-14,0.95,Paid,2023.0,6.0
PAY21423,P1217,2023-03-26,8.15,On Hold,2023.0,3.0
PAY21424,P1217,2023-06-07,0.49,Approved,2023.0,6.0
PAY21425,P1218,2022-12-14,14.84,Pending,2022.0,12.0
PAY21426,P1218,2023-01-02,10.0,Approved,2023.0,1.0
PAY21427,P1218,2023-05-08,1.96,Pending,2023.0,5.0
PAY21428,P1219,2024-04-15,10.95,Pending,2024.0,4.0
PAY21429,P1219,2024-03-30,9.93,Paid,2024.0,3.0
PAY21430,P1219,2024-08-20,6.59,Approved,2024.0,8.0
PAY21431,P1219,2024-07-12,3.87,Partially Paid,2024.0,7.0
PAY21432,P1219,2022-10-10,1.72,Approved,2022.0,10.0
PAY21433,P1219,,9.95,Approved,,
PAY21434,P1219,2023-11-18,2.64,Partially Paid,2023.0,11.0
PAY21435,P1219,2023-04-15,11.01,Approved,2023.0,4.0
PAY21436,P1219,2022-12-27,11.54,Approved,2022.0,12.0
PAY21437,P1220,2026-07-04,10.45,Paid,2026.0,7.0
PAY21438,P1220,2025-11-08,14.75,Paid,2025.0,11.0
PAY21439,P1220,2026-12-10,14.07,Pending,2026.0,12.0
PAY21440,P1220,2025-11-02,11.74,Approved,2025.0,11.0
PAY21441,P1220,2025-12-30,1.92,Partially Paid,2025.0,12.0
PAY21442,P1220,,2.04,On Hold,,
PAY21443,P1220,2026-05-26,7.78,Partially Paid,2026.0,5.0
PAY21444,,2027-08-01,1.48,Paid,2027.0,8.0
PAY21445,P1221,2026-05-15,2.85,Pending,2026.0,5.0
PAY21446,P1221,2026-11-28,14.19,Paid,2026.0,11.0
PAY21447,P1221,2027-02-13,12.11,Paid,2027.0,2.0
PAY21448,P1221,2025-07-22,2.64,,2025.0,7.0
PAY21449,P1221,2025-10-30,7.95,On Hold,2025.0,10.0
PAY21450,P1221,2025-12-03,7.31,Approved,2025.0,12.0
PAY21451,P1222,2023-12-24,12.84,Partially Paid,2023.0,12.0
PAY21452,P1222,2023-04-26,12.16,Partially Paid,2023.0,4.0
PAY21453,P1222,2023-08-15,2.72,On Hold,2023.0,8.0
PAY21454,P1223,2025-10-21,8.9,Paid,2025.0,10.0
PAY21455,P1223,2025-09-21,3.59,Partially Paid,2025.0,9.0
PAY21456,P1223,2025-03-13,11.62,Partially Paid,2025.0,3.0
PAY21457,P1223,2024-07-15,9.73,Pending,2024.0,7.0
PAY21458,P1223,,0.79,Pending,,
PAY21459,P1223,2023-08-24,8.67,Paid,2023.0,8.0
PAY21460,P1223,2025-07-01,14.03,Approved,2025.0,7.0
PAY21461,P1223,2024-10-19,11.31,Paid,2024.0,10.0
PAY21462,P1223,2024-07-08,12.96,Paid,2024.0,7.0
PAY21463,P1223,2024-01-05,12.68,On Hold,2024.0,1.0
PAY21464,P1224,2026-06-17,2.25,Partially Paid,2026.0,6.0
PAY21465,P1224,2026-05-28,14.94,Approved,2026.0,5.0
PAY21466,P1224,2025-10-18,9.47,Paid,2025.0,10.0
PAY21467,P1224,2026-09-24,12.57,Approved,2026.0,9.0
PAY21468,P1225,2024-10-16,8.17,Partially Paid,2024.0,10.0
PAY21469,P1225,2024-09-27,0.82,Paid,2024.0,9.0
PAY21470,P1225,2024-01-27,14.1,Pending,2024.0,1.0
PAY21471,P1225,2025-11-13,4.06,Partially Paid,2025.0,11.0
PAY21472,P1225,2024-05-06,4.39,Partially Paid,2024.0,5.0
PAY21473,P1225,2024-02-16,14.63,Approved,2024.0,2.0
PAY21474,P1226,2024-08-31,4.8,Approved,2024.0,8.0
PAY21475,P1226,2024-05-29,0.59,Approved,2024.0,5.0
PAY21476,P1226,2024-03-09,2.98,Paid,2024.0,3.0
PAY21477,P1226,2023-08-27,13.99,On Hold,2023.0,8.0
PAY21478,P1227,2026-08-11,1.92,Approved,2026.0,8.0
PAY21479,P1227,2026-07-12,4.95,Paid,2026.0,7.0
PAY21480,P1227,2026-02-08,8.75,On Hold,2026.0,2.0
PAY21481,P1227,2025-10-24,3.66,Approved,2025.0,10.0
PAY21482,P1228,2024-02-25,11.47,On Hold,2024.0,2.0
PAY21483,P1228,2024-04-02,12.92,On Hold,2024.0,4.0
PAY21484,P1228,2024-04-13,8.77,On Hold,2024.0,4.0
PAY21485,P1228,2023-05-23,13.62,Approved,2023.0,5.0
PAY21486,P1228,2023-02-11,13.46,Paid,2023.0,2.0
PAY21487,P1228,2023-05-30,13.8,Partially Paid,2023.0,5.0
PAY21488,P1228,2023-02-07,9.95,Approved,2023.0,2.0
PAY21489,P1229,2023-10-12,1.26,On Hold,2023.0,10.0
PAY21490,P1229,2023-05-29,1.83,Partially Paid,2023.0,5.0
PAY21491,P1229,2023-07-07,7.17,Approved,2023.0,7.0
PAY21492,P1230,2024-10-07,1.83,Pending,2024.0,10.0
PAY21493,P1230,2024-11-01,14.11,Pending,2024.0,11.0
PAY21494,P1230,2024-02-14,5.18,Pending,2024.0,2.0
PAY21495,P1230,2024-12-01,13.79,Paid,2024.0,12.0
PAY21496,P1230,2024-11-21,12.23,Partially Paid,2024.0,11.0
PAY21497,P1230,2024-04-24,11.0,Pending,2024.0,4.0
PAY21498,P1230,2024-03-30,11.13,On Hold,2024.0,3.0
PAY21499,P1230,2024-05-05,14.85,Paid,2024.0,5.0
PAY21500,P1230,2024-09-27,13.16,On Hold,2024.0,9.0
PAY21501,P1231,2024-03-25,8.33,Paid,2024.0,3.0
PAY21502,P1231,2024-01-21,3.36,Partially Paid,2024.0,1.0
PAY21503,P1231,2023-05-23,12.42,Approved,2023.0,5.0
PAY21504,P1231,2023-10-25,2.26,On Hold,2023.0,10.0
PAY21505,P1231,2024-01-02,13.68,Approved,2024.0,1.0
PAY21506,P1231,2023-08-09,3.92,Paid,2023.0,8.0
PAY21507,P1232,2023-12-29,9.81,Partially Paid,2023.0,12.0
PAY21508,P1232,2023-04-13,14.67,Partially Paid,2023.0,4.0
PAY21509,P1232,2024-12-06,3.07,Approved,2024.0,12.0
PAY21510,P1232,2025-03-19,2.14,Pending,2025.0,3.0
PAY21511,P1232,2025-07-23,9.7,Paid,2025.0,7.0
PAY21512,P1232,2025-02-27,3.92,Paid,2025.0,2.0
PAY21513,P1232,2023-12-04,14.97,Paid,2023.0,12.0
PAY21514,P1232,2025-04-29,1.31,Partially Paid,2025.0,4.0
PAY21515,P1232,2023-08-26,14.49,Approved,2023.0,8.0
PAY21516,P1233,2024-08-26,0.29,Pending,2024.0,8.0
PAY21517,P1233,2024-01-01,12.49,Paid,2024.0,1.0
PAY21518,P1233,2024-06-04,1.83,Pending,2024.0,6.0
PAY21519,P1233,2024-06-21,2.38,Paid,2024.0,6.0
PAY21520,P1234,2024-02-22,14.66,Partially Paid,2024.0,2.0
PAY21521,P1234,2025-01-30,7.9,Approved,2025.0,1.0
PAY21522,P1234,2024-06-23,10.03,Pending,2024.0,6.0
PAY21523,P1234,2023-10-24,5.99,Pending,2023.0,10.0
PAY21524,P1234,2025-02-05,12.91,Pending,2025.0,2.0
PAY21525,P1234,2024-08-09,7.46,Approved,2024.0,8.0
PAY21526,P1234,2024-06-16,0.97,Paid,2024.0,6.0
PAY21527,P1234,2024-06-12,7.09,Paid,2024.0,6.0
PAY21528,P1235,2026-12-25,7.02,Approved,2026.0,12.0
PAY21529,P1235,2025-06-15,6.35,Approved,2025.0,6.0
PAY21530,P1235,2025-04-12,4.43,Pending,2025.0,4.0
PAY21531,P1236,2024-05-01,0.45,On Hold,2024.0,5.0
PAY21532,P1236,2022-05-11,8.9,Approved,2022.0,5.0
PAY21533,P1236,2023-01-10,9.75,Partially Paid,2023.0,1.0
PAY21534,P1236,2022-09-27,10.4,Approved,2022.0,9.0
PAY21535,,2023-07-07,14.46,Approved,2023.0,7.0
PAY21536,P1236,2022-08-17,7.34,Partially Paid,2022.0,8.0
PAY21537,P1236,2022-07-20,0.5,Pending,2022.0,7.0
PAY21538,P1236,2023-12-26,7.42,Pending,2023.0,12.0
PAY21539,P1236,2023-09-21,7.77,Pending,2023.0,9.0
PAY21540,P1237,2024-09-17,10.89,On Hold,2024.0,9.0
PAY21541,P1237,2024-09-10,10.43,Approved,2024.0,9.0
PAY21542,P1237,2025-01-22,12.04,Partially Paid,2025.0,1.0
PAY21543,P1237,2024-05-13,1.18,Paid,2024.0,5.0
PAY21544,P1238,2026-06-07,3.97,Pending,2026.0,6.0
PAY21545,P1238,2027-10-06,14.38,On Hold,2027.0,10.0
PAY21546,P1238,2027-05-12,8.72,On Hold,2027.0,5.0
PAY21547,P1238,2026-02-25,9.51,On Hold,2026.0,2.0
PAY21548,P1238,2025-08-25,2.45,Paid,2025.0,8.0
PAY21549,P1238,,11.59,On Hold,,
PAY21550,P1239,2027-02-08,5.28,Partially Paid,2027.0,2.0
PAY21551,P1239,2026-01-21,3.01,Approved,2026.0,1.0
PAY21552,P1239,2027-07-15,11.52,Approved,2027.0,7.0
PAY21553,P1239,2027-06-19,12.12,On Hold,2027.0,6.0
PAY21554,P1239,2026-01-27,9.53,On Hold,2026.0,1.0
PAY21555,P1239,2027-02-05,8.57,Paid,2027.0,2.0
PAY21556,P1239,2026-07-31,7.21,Pending,2026.0,7.0
PAY21557,P1239,2026-03-14,5.04,Approved,2026.0,3.0
PAY21558,P1239,2026-07-07,7.2,Pending,2026.0,7.0
PAY21559,P1240,2023-06-26,3.61,On Hold,2023.0,6.0
PAY21560,P1240,2022-10-25,10.42,Paid,2022.0,10.0
PAY21561,P1240,2023-08-02,13.46,Pending,2023.0,8.0
PAY21562,P1240,2023-05-15,13.03,Pending,2023.0,5.0
PAY21563,P1240,2023-06-13,6.33,Paid,2023.0,6.0
PAY21564,P1240,2022-12-08,10.29,On Hold,2022.0,12.0
PAY21565,P1240,2023-05-30,10.85,Pending,2023.0,5.0
PAY21566,P1240,2023-10-29,3.41,Approved,2023.0,10.0
PAY21567,P1241,2025-01-18,4.03,On Hold,2025.0,1.0
PAY21568,P1241,2026-02-03,2.02,Approved,2026.0,2.0
PAY21569,P1241,2026-03-17,13.42,Paid,2026.0,3.0
PAY21570,P1241,2025-11-25,13.87,On Hold,2025.0,11.0
PAY21571,P1242,2022-03-24,12.13,On Hold,2022.0,3.0
PAY21572,P1242,2022-06-08,0.9,Approved,2022.0,6.0
PAY21573,P1242,2022-05-01,9.95,Paid,2022.0,5.0
PAY21574,P1242,2022-10-13,12.3,Pending,2022.0,10.0
PAY21575,P1243,2026-09-07,1.73,On Hold,2026.0,9.0
PAY21576,P1243,2027-05-23,3.63,On Hold,2027.0,5.0
PAY21577,P1243,2026-07-15,0.25,Approved,2026.0,7.0
PAY21578,P1243,2026-10-04,11.36,On Hold,2026.0,10.0
PAY21579,P1243,2026-03-21,0.65,Paid,2026.0,3.0
PAY21580,P1243,2027-05-12,0.57,Approved,2027.0,5.0
PAY21581,P1243,2026-04-19,2.79,Pending,2026.0,4.0
PAY21582,P1243,2026-05-31,11.13,Pending,2026.0,5.0
PAY21583,p1243,2026-04-22,12.45,Pending,2026.0,4.0
PAY21584,,2025-05-22,7.05,Partially Paid,2025.0,5.0
PAY21585,P1244,2025-04-16,9.38,Paid,2025.0,4.0
PAY21586,P1244,2025-02-20,10.95,Pending,2025.0,2.0
PAY21587,P1244,2025-06-27,9.5,Approved,2025.0,6.0
PAY21588,P1244,2025-07-31,2.52,Paid,2025.0,7.0
PAY21589,P1245,2025-01-17,5.83,Pending,2025.0,1.0
PAY21590,P1245,2024-10-07,0.77,Pending,2024.0,10.0
PAY21591,P1245,2025-08-20,12.68,Partially Paid,2025.0,8.0
PAY21592,P1245,2024-01-09,1.5,Pending,2024.0,1.0
PAY21593,P1245,2024-04-23,1.33,Partially Paid,2024.0,4.0
PAY21594,P1246,2024-09-07,3.63,Pending,2024.0,9.0
PAY21595,P1246,2024-07-26,10.78,On Hold,2024.0,7.0
PAY21596,P1246,2024-12-31,10.24,On Hold,2024.0,12.0
PAY21597,P1246,2025-01-04,14.44,On Hold,2025.0,1.0
PAY21598,P1247,2024-06-09,2.57,On Hold,2024.0,6.0
PAY21599,P1247,2024-07-20,9.99,Pending,2024.0,7.0
PAY21600,P1247,2024-06-07,6.52,On Hold,2024.0,6.0
PAY21601,P1247,2024-06-05,4.37,Approved,2024.0,6.0
PAY21602,P1247,2024-08-27,3.41,Paid,2024.0,8.0
PAY21603,P1247,2024-01-30,6.24,Partially Paid,2024.0,1.0
PAY21604,P1247,2024-07-22,7.11,Paid,2024.0,7.0
PAY21605,P1247,2024-08-14,1.95,Pending,2024.0,8.0
PAY21606,P1248,2025-01-15,11.12,On Hold,2025.0,1.0
PAY21607,P1248,2024-09-17,8.51,Partially Paid,2024.0,9.0
PAY21608,P1248,2024-10-10,1.03,Pending,2024.0,10.0
PAY21609,P1249,2024-07-12,2.11,Paid,2024.0,7.0
PAY21610,P1249,2024-02-14,12.91,On Hold,2024.0,2.0
PAY21611,P1249,2024-08-24,1.34,On Hold,2024.0,8.0
PAY21612,P1249,2024-03-07,1.48,On Hold,2024.0,3.0
PAY21613,P1249,2024-02-29,1.63,Approved,2024.0,2.0
PAY21614,P1249,2023-11-16,8.35,Pending,2023.0,11.0
PAY21615,P1250,2024-01-16,7.48,Pending,2024.0,1.0
PAY21616,P1250,2023-03-28,12.09,Pending,2023.0,3.0
PAY21617,P1250,2024-10-20,9.63,,2024.0,10.0
PAY21618,P1106,2023-07-12,5.71,Pending,2023.0,7.0
