Milestone_ID,Project_ID,Milestone_Name,Planned_Date,Actual_Date,Status
M6360,P1250,Final Handover,2023-03-22,2023-03-22,Delayed
M6361,P1250,Major Construction,2023-09-06,2023-11-05,Completed
M6362,P1250,Land Acquisition,2024-02-20,2024-02-20,Delayed
M6363,P1250,Testing,2024-08-06,2024-08-26,Delayed
M6364,P1211,Structural Work,2025-07-26,2025-07-26,Completed
M6365,P1199,Land Acquisition,2025-11-23,,In Progress
M6366,P1186,Structural Work,2023-06-01,2023-07-06,Completed
M6367,P1140,Major Construction,2022-06-24,2022-07-04,Completed
M6368,P1117,Structural Work,2025-08-16,,Pending
M6369,P1051,Land Acquisition,2024-11-07,2024-11-09,Completed
M6370,P1136,Design Approval,2025-06-29,,In Progress
M6371,P1109,Testing,2026-07-15,2026-07-20,Completed
M6372,P1076,Major Construction,2025-10-14,2025-10-14,Completed
M6373,P1106,Structural Work,2022-07-04,,Delayed
M6374,P1138,Major Construction,2023-03-08,2023-04-12,Completed
M6375,P1138,Major Construction,2024-07-01,2024-08-05,Completed
M6376,P1004,Land Acquisition,2026-01-22,2026-03-23,Completed
